height,height_source,floors,lon,lat
13.7,estimated,3.6,12.489917155858404,41.89501849558482
5.4,estimated,1.1,12.485807197058666,41.891564583530425
4.9,estimated,1.2,12.5097861488009,41.908458322823485
4.2,estimated,1.2,12.501814445288105,41.885146347996304
7.5,estimated,1.7,12.485025324650323,41.89268782869238
6.5,estimated,1.9,12.485037297428015,41.89255957190735
6.5,estimated,1.8,12.48508727936896,41.892540200824904
6.1,estimated,1.5,12.48973319189043,41.88967446861366
13.3,estimated,1.5,12.484444000000014,41.895701694039616
23.3,estimated,4.7,12.480764991599715,41.888748690255426
4.9,estimated,1.1,12.487933543677324,41.8868486839491
5.2,estimated,1.0,12.475689205383214,41.88062811297865
9.1,estimated,1.1,12.484564449999935,41.894070094039044
7.6,estimated,1.2,12.486753841451158,41.89126362550744
4.6,estimated,1.0,12.48660523781014,41.87878510814804
4.3,estimated,1.0,12.496183080372193,41.8798286395743
6.6,estimated,1.1,12.485166979395927,41.89122900084322
12.6,estimated,2.1,12.476279018773313,41.896014640128556
5.6,estimated,1.1,12.486224982616587,41.89094045231807
14.8,estimated,1.5,12.4749838696242,41.89190556886914
1.0,osm,1.3,12.457274016261799,41.90223066107385
14.0,estimated,1.7,12.484669700001199,41.89535577145723
6.1,estimated,1.0,12.487426294963766,41.89115252386048
12.6,estimated,1.7,12.484847235026283,41.893735104075326
5.5,estimated,1.1,12.487276050001825,41.89116014403885
4.3,estimated,1.0,12.487480368763327,41.8887744551126
7.0,estimated,1.9,12.492963163001402,41.88078484661997
5.8,estimated,1.2,12.486352899996005,41.89202384403844
14.3,estimated,1.9,12.50159885900367,41.90224499489806
6.3,estimated,1.0,12.485881959598146,41.89435267928647
5.0,estimated,1.1,12.485446699996293,41.89174769403774
5.3,estimated,1.3,12.49744777219355,41.87903156298048
15.9,estimated,1.6,12.490164864675,41.891197273066524
9.0,estimated,1.1,12.484433049999936,41.89418439403909
6.0,estimated,1.9,12.489256191210533,41.88800899010458
8.1,estimated,1.2,12.486441676912415,41.8915156589482
12.5,estimated,1.7,12.484824066687585,41.89374969391712
5.0,estimated,1.1,12.48614758915754,41.891724401878356
6.8,estimated,1.5,12.487049777790878,41.88701973955605
4.3,estimated,1.0,12.486684338963869,41.889027498780216
5.1,estimated,1.0,12.499954359939219,41.90158923195911
9.4,estimated,1.0,12.500509653042895,41.897860945330564
4.5,estimated,1.0,12.460526376708781,41.88783901730473
4.4,estimated,1.1,12.486544982252525,41.890209465743645
9.1,estimated,1.1,12.48443904999991,41.89425279403912
9.4,estimated,1.3,12.485328679456693,41.89138544163295
5.7,estimated,1.4,12.463167289518402,41.88151985947842
5.3,estimated,1.1,12.485724099999858,41.891547894038
4.6,estimated,1.1,12.483330910186734,41.88550545737616
12.5,estimated,1.4,12.486133184533022,41.892655945346604
5.3,estimated,1.0,12.485566740175715,41.887458516832126
9.0,estimated,1.2,12.488703255875759,41.899000187117416
7.8,estimated,1.2,12.484838728217749,41.89419736679927
3.8,estimated,1.0,12.499508508762311,41.87735467349458
8.0,estimated,1.4,12.453637290066338,41.902810777083396
14.6,estimated,1.9,12.47192659340112,41.895882449847406
5.4,estimated,1.0,12.47356688164173,41.90032183760203
16.5,estimated,1.4,12.488721404311063,41.89276663289561
7.2,estimated,1.2,12.487545947045772,41.88968427698731
5.7,estimated,1.2,12.485703524055992,41.892640212688015
7.3,estimated,1.1,12.486584391582264,41.89149272552835
6.3,estimated,1.1,12.498045446684406,41.88194833907029
6.8,estimated,1.1,12.486274848396233,41.89487536079113
6.8,estimated,1.2,12.485041817461099,41.893996123554004
6.5,estimated,1.4,12.478030319853218,41.88433237755707
6.6,estimated,1.5,12.477875950592402,41.8841739097265
6.4,estimated,1.4,12.477913080037276,41.88423261632745
6.6,estimated,1.4,12.477991169856958,41.884299277552564
6.2,estimated,1.6,12.477964360402911,41.8841992504193
6.5,estimated,1.4,12.477973808458376,41.884386367381246
6.6,estimated,1.4,12.477953269100558,41.88426589589434
12.6,estimated,1.5,12.486177253076779,41.892635646900615
5.1,estimated,1.1,12.486910428490718,41.88776145536379
8.5,estimated,1.2,12.486306031498746,41.891505497624955
8.9,estimated,1.2,12.486260591582242,41.89143162552831
6.7,estimated,1.3,12.484119231499287,41.89275363904203
5.5,estimated,1.1,12.485857735586158,41.89176611011987
5.5,estimated,1.5,12.487911111451483,41.888453489632504
5.8,estimated,1.1,12.485992463548905,41.89161854665134
14.5,estimated,1.7,12.484693422493885,41.89577741671206
5.5,estimated,1.1,12.488023684690432,41.88829289121626
3.5,estimated,1.1,12.467153912347642,41.914153948704545
5.4,estimated,1.2,12.48695326431099,41.88862836915669
0.3,osm,1.1,12.489000628089329,41.88940446959974
7.6,estimated,1.2,12.48679334145111,41.89124972550739
10.9,estimated,1.6,12.487604476621321,41.887516999508904
5.4,estimated,1.9,12.488600651108813,41.88478339088473
5.7,estimated,1.4,12.49569514962585,41.89722203161406
14.3,estimated,1.0,12.486074132464214,41.878542483022066
7.1,estimated,1.5,12.460133133762605,41.88100583386518
13.3,estimated,1.6,12.485893522617353,41.8950219940386
12.2,estimated,1.4,12.485789476629638,41.89268539921348
